,ssc_p,hsc_p,degree_p,etest_p,mba_p,status,workex_Yes,ssc_b_Others,specialisation_Mkt&HR,gender_M,degree_t_Others,degree_t_Sci&Tech,hsc_b_Others,hsc_s_Commerce,hsc_s_Science
202,0.6000824572253143,0.42833607907743,0.3902439024390245,0.2350000000000001,0.3335832083958019,Placed,0,0,1,1,0,1,0,0,1
203,0.3048855905998762,0.40082372322899507,0.16756097560975602,0.3333333333333335,0.26574212893553195,Placed,0,1,1,1,0,0,1,1,0
204,0.6825396825396826,0.5930807248764414,0.5609756097560976,0.625,0.6176911544227885,Placed,1,1,0,0,0,0,1,1,0
205,0.414553700267986,0.41186161449752867,0.36585365853658547,0.25,0.20989505247376306,Placed,0,1,0,1,0,0,1,1,0
206,0.0022675736961451642,0.08237232289950569,0.24390243902439024,0.9791666666666665,0.08170914542728624,Not Placed,0,0,0,1,0,0,0,0,1
207,0.8748711605854462,0.6754530477759473,0.2682926829268293,0.8033333333333335,0.7623688155922039,Placed,1,0,0,1,0,0,1,1,0
208,0.04349618635332919,0.3789126853377265,0.36585365853658547,0.8887499999999999,0.43890554722638697,Not Placed,0,0,1,0,0,0,1,0,1
209,0.43516800659657795,0.5766062602965403,0.36585365853658547,0.35416666666666674,0.19790104947526244,Placed,0,0,0,1,0,0,0,1,0
210,0.8185941043083897,0.7413509060955519,0.673170731707317,0.8541666666666667,0.8725637181409294,Placed,0,1,0,1,0,0,1,1,0
211,0.3527107812822099,0.3789126853377265,0.5365853658536586,0.5,0.0903298350824584,Placed,0,1,0,1,0,1,1,0,1
212,0.5382395382395382,0.4942339373970346,0.5609756097560976,0.1875,0.6937781109445278,Placed,1,1,0,1,0,0,1,1,0
213,0.6825396825396826,0.4777594728171335,0.19512195121951237,0.41666666666666674,0.33808095952023987,Placed,0,1,1,0,0,0,1,1,0
214,0.43516800659657795,0.3459637561779242,0.07317073170731714,0.8125,0.33770614692653655,Not Placed,0,0,1,1,0,0,1,0,1
